2019-04-23 14:24:16,535: 'p'
2019-04-23 14:24:16,700: 'o'
2019-04-23 14:24:16,862: 'o'
2019-04-23 14:24:16,986: 'p'
2019-04-23 14:24:17,222: Key.space
2019-04-23 14:24:17,350: 'i'
2019-04-23 14:24:17,677: 'n'
2019-04-23 14:24:17,781: Key.space
2019-04-23 14:24:19,024: 'm'
2019-04-23 14:24:19,123: 'e'
2019-04-23 14:24:19,218: Key.space
2019-04-23 14:24:19,546: 'b'
2019-04-23 14:24:19,658: 'u'
2019-04-23 14:24:19,801: 't'
2019-04-23 14:24:19,960: 't'
